open_time,open,high,low,close,volume
2026-07-11T00:00:00+00:00,575.44000000,575.76000000,574.42000000,574.73000000,1429.64700000
2026-07-11T01:00:00+00:00,574.73000000,576.07000000,573.27000000,573.32000000,1582.11400000
2026-07-11T02:00:00+00:00,573.32000000,575.10000000,573.06000000,575.00000000,1289.26500000
2026-07-11T03:00:00+00:00,575.01000000,576.00000000,574.15000000,574.91000000,10090.68100000
2026-07-11T04:00:00+00:00,574.92000000,576.00000000,574.31000000,575.27000000,3456.66400000
2026-07-11T05:00:00+00:00,575.27000000,576.33000000,574.90000000,575.23000000,3218.49800000
2026-07-11T06:00:00+00:00,575.24000000,576.33000000,574.88000000,576.20000000,1938.67000000
2026-07-11T07:00:00+00:00,576.21000000,577.72000000,575.99000000,576.92000000,2805.19000000
2026-07-11T08:00:00+00:00,576.92000000,579.28000000,576.61000000,579.26000000,2715.18700000
2026-07-11T09:00:00+00:00,579.26000000,579.84000000,577.36000000,577.72000000,2448.24900000
2026-07-11T10:00:00+00:00,577.72000000,578.91000000,577.04000000,578.91000000,2546.98500000
2026-07-11T11:00:00+00:00,578.90000000,579.39000000,577.76000000,579.39000000,2596.26900000
2026-07-11T12:00:00+00:00,579.39000000,580.36000000,578.76000000,579.49000000,2542.18100000
2026-07-11T13:00:00+00:00,579.48000000,582.18000000,579.29000000,581.21000000,3452.98000000
2026-07-11T14:00:00+00:00,581.21000000,583.01000000,580.91000000,581.70000000,6564.32800000
2026-07-11T15:00:00+00:00,581.71000000,582.17000000,577.81000000,579.86000000,4505.55400000
2026-07-11T16:00:00+00:00,579.87000000,580.45000000,579.23000000,579.89000000,1743.10300000
2026-07-11T17:00:00+00:00,579.88000000,581.18000000,579.62000000,580.66000000,1559.98900000
2026-07-11T18:00:00+00:00,580.65000000,581.31000000,580.41000000,580.92000000,1155.95100000
2026-07-11T19:00:00+00:00,580.93000000,581.52000000,580.29000000,580.56000000,1174.77400000
2026-07-11T20:00:00+00:00,580.57000000,581.51000000,580.57000000,580.99000000,701.38200000
2026-07-11T21:00:00+00:00,581.00000000,581.52000000,580.86000000,581.18000000,1118.17500000
2026-07-11T22:00:00+00:00,581.18000000,582.08000000,579.73000000,580.23000000,1626.79800000
2026-07-11T23:00:00+00:00,580.23000000,580.71000000,574.65000000,574.65000000,3453.70500000
2026-07-12T00:00:00+00:00,574.65000000,575.28000000,570.30000000,571.29000000,4723.75900000
2026-07-12T01:00:00+00:00,571.30000000,574.28000000,570.78000000,574.04000000,3131.66100000
2026-07-12T02:00:00+00:00,574.05000000,574.51000000,572.93000000,574.28000000,1907.39800000
2026-07-12T03:00:00+00:00,574.28000000,575.89000000,574.00000000,575.39000000,1614.12200000
2026-07-12T04:00:00+00:00,575.40000000,575.89000000,573.89000000,574.40000000,2342.03700000
2026-07-12T05:00:00+00:00,574.41000000,574.48000000,572.68000000,573.09000000,2458.51500000
2026-07-12T06:00:00+00:00,573.09000000,573.09000000,570.13000000,571.89000000,4632.92300000
2026-07-12T07:00:00+00:00,571.89000000,572.72000000,571.67000000,572.37000000,2559.96100000
